"field:1","field:2","field:3","field:4","field:5","field:6","field:7","field:8","field:9"
4.0,1.0,2.0,1.5,60.0,3.0,2.0,1.0,-1.0
0.0,0.0,0.0,4.0,26.0,2.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,54.0,0.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,44.0,1.0,0.0,2.0,-1.0
6.0,1.0,1.0,1.5,40.0,3.0,0.0,1.0,-1.0
12.0,1.0,1.0,1.5,19.0,4.0,0.0,1.0,-1.0
0.0,0.0,0.0,1.5,43.0,2.0,0.0,3.0,1.0
10.0,1.0,1.0,1.5,36.0,0.0,2.0,1.0,-1.0
5.0,0.0,0.0,1.5,39.0,2.0,0.0,3.0,1.0
4.0,0.0,1.0,4.0,34.0,2.0,0.0,1.0,-1.0
0.0,0.0,0.0,1.5,56.0,2.0,0.0,2.0,1.0
10.0,1.0,1.0,1.5,33.0,1.0,3.0,1.0,-1.0
8.0,0.0,0.0,4.0,22.0,2.0,0.0,1.0,-1.0
7.0,1.0,1.0,1.5,47.0,3.0,0.0,1.0,-1.0
5.0,0.0,0.0,1.5,42.0,1.0,1.0,3.0,-1.0
6.0,0.0,0.0,1.0,42.0,0.0,2.0,2.0,-1.0
8.0,0.0,0.0,4.0,30.0,3.0,0.0,1.0,1.0
7.0,1.0,0.0,1.5,31.0,0.0,3.0,1.0,-1.0
0.0,0.0,1.0,1.5,64.0,3.0,1.0,2.0,1.0
2.0,0.0,0.0,1.5,55.0,4.0,1.0,2.0,1.0
1.0,1.0,0.0,1.5,39.0,0.0,0.0,2.0,1.0
7.0,3.0,0.0,4.0,48.0,0.0,1.0,1.0,1.0
2.0,0.0,0.0,1.5,45.0,0.0,3.0,2.0,1.0
8.0,0.0,0.0,1.0,26.0,0.0,2.0,2.0,-1.0
0.0,0.0,0.0,4.0,46.0,0.0,4.0,1.0,1.0
4.0,0.0,0.0,1.0,30.0,2.0,0.0,2.0,-1.0
14.0,1.0,1.0,1.5,20.0,0.0,2.0,1.0,-1.0
5.0,0.0,0.0,4.0,44.0,0.0,1.0,4.0,-1.0
8.0,1.0,1.0,1.5,48.0,0.0,2.0,1.0,-1.0
0.0,0.0,1.0,1.5,27.0,5.0,0.0,2.0,-1.0
2.0,0.0,0.0,1.5,54.0,1.0,0.0,3.0,-1.0
0.0,0.0,0.0,1.0,58.0,0.0,0.0,2.0,1.0
6.0,0.0,0.0,1.5,48.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,69.0,2.0,0.0,2.0,1.0
9.0,1.0,1.0,1.5,31.0,3.0,1.0,1.0,-1.0
6.0,1.0,0.0,1.0,14.0,1.0,2.0,1.0,-1.0
8.0,1.0,0.0,1.5,28.0,3.0,0.0,1.0,-1.0
10.0,1.0,0.0,1.5,32.0,2.0,2.0,1.0,-1.0
7.0,0.0,0.0,1.5,33.0,2.0,0.0,3.0,-1.0
0.0,0.0,1.0,4.0,30.0,4.0,0.0,1.0,-1.0
6.0,0.0,0.0,1.5,28.0,1.0,0.0,2.0,1.0
1.0,0.0,0.0,4.0,60.0,0.0,1.0,4.0,-1.0
0.0,0.0,0.0,1.5,13.0,1.0,0.0,2.0,1.0
3.0,1.0,0.0,1.5,42.0,1.0,0.0,2.0,-1.0
2.0,0.0,0.0,1.5,17.0,2.0,0.0,3.0,1.0
2.0,0.0,0.0,1.0,54.0,3.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,56.0,2.0,0.0,2.0,-1.0
6.0,0.0,0.0,1.0,14.0,1.0,0.0,2.0,1.0
22.0,1.0,1.0,1.5,32.0,2.0,2.0,1.0,-1.0
0.0,0.0,0.0,1.5,63.0,4.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,71.0,3.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,24.0,2.0,0.0,2.0,-1.0
4.0,0.0,0.0,1.5,21.0,2.0,0.0,3.0,1.0
1.0,0.0,0.0,1.5,45.0,1.0,0.0,3.0,1.0
5.0,0.0,0.0,1.5,22.0,1.0,0.0,3.0,-1.0
10.0,0.0,0.0,1.0,30.0,2.0,2.0,2.0,-1.0
0.0,0.0,0.0,1.5,20.0,1.0,0.0,2.0,-1.0
6.0,1.0,0.0,1.5,22.0,1.0,1.0,2.0,-1.0
2.0,0.0,0.0,1.5,51.0,1.0,0.0,3.0,-1.0
0.0,0.0,0.0,1.0,54.0,1.0,0.0,2.0,1.0
11.0,1.0,1.0,1.5,43.0,0.0,3.0,1.0,-1.0
2.0,1.0,0.0,1.5,57.0,2.0,0.0,2.0,-1.0
5.0,1.0,1.0,4.0,36.0,2.0,0.0,3.0,-1.0
0.0,0.0,0.0,1.5,60.0,1.0,0.0,2.0,-1.0
5.0,1.0,0.0,1.5,34.0,2.0,0.0,2.0,-1.0
0.0,0.0,0.0,1.5,56.0,1.0,0.0,2.0,1.0
3.0,0.0,0.0,1.5,31.0,0.0,0.0,3.0,-1.0
4.0,0.0,0.0,4.0,30.0,0.0,4.0,1.0,1.0
12.0,1.0,0.0,1.5,28.0,2.0,2.0,1.0,-1.0
1.0,0.0,0.0,1.5,49.0,0.0,3.0,2.0,-1.0
9.0,1.0,1.0,1.5,31.0,0.0,3.0,1.0,-1.0
0.0,0.0,0.0,1.5,59.0,2.0,0.0,3.0,1.0
8.0,1.0,0.0,1.0,22.0,2.0,2.0,1.0,-1.0
1.0,0.0,0.0,4.0,48.0,1.0,0.0,4.0,-1.0
2.0,1.0,1.0,1.5,69.0,0.0,2.0,2.0,-1.0
1.0,0.0,0.0,1.5,27.0,1.0,0.0,3.0,1.0
4.0,0.0,0.0,1.5,56.0,2.0,0.0,2.0,-1.0
0.0,0.0,0.0,1.5,68.0,0.0,2.0,2.0,1.0
3.0,0.0,0.0,1.5,27.0,1.0,0.0,3.0,1.0
2.0,0.0,0.0,1.5,42.0,2.0,0.0,3.0,1.0
0.0,0.0,0.0,1.0,30.0,1.0,0.0,2.0,1.0
2.0,0.0,0.0,1.0,26.0,1.0,0.0,2.0,1.0
12.0,0.0,0.0,4.0,10.0,1.0,0.0,1.0,1.0
2.0,0.0,0.0,1.5,49.0,2.0,1.0,3.0,1.0
3.0,0.0,0.0,1.5,45.0,0.0,3.0,2.0,1.0
2.0,0.0,0.0,1.5,40.0,2.0,0.0,2.0,1.0
3.0,0.0,0.0,1.5,36.0,0.0,3.0,2.0,1.0
6.0,0.0,0.0,4.0,28.0,1.0,0.0,4.0,-1.0
4.0,0.0,0.0,1.5,37.0,1.0,1.0,3.0,-1.0
0.0,0.0,0.0,1.5,57.0,3.0,0.0,2.0,1.0
0.0,0.0,0.0,1.0,66.0,0.0,2.0,2.0,1.0
5.0,1.0,0.0,4.0,28.0,0.0,0.0,3.0,-1.0
0.0,0.0,0.0,4.0,26.0,3.0,0.0,1.0,1.0
15.0,0.0,0.0,1.5,24.0,0.0,3.0,2.0,-1.0
8.0,0.0,0.0,4.0,22.0,0.0,4.0,1.0,-1.0
2.0,0.0,0.0,1.5,20.0,0.0,2.0,2.0,1.0
9.0,0.0,0.0,1.5,27.0,1.0,2.0,3.0,1.0
4.0,0.0,0.0,1.5,55.0,2.0,1.0,3.0,1.0
0.0,0.0,0.0,1.0,58.0,2.0,0.0,2.0,1.0
4.0,1.0,1.0,1.5,53.0,0.0,2.0,2.0,-1.0
2.0,1.0,0.0,1.0,50.0,1.0,2.0,1.0,-1.0
4.0,0.0,0.0,4.0,46.0,0.0,4.0,1.0,-1.0
8.0,0.0,0.0,4.0,6.0,0.0,4.0,1.0,-1.0
3.0,0.0,0.0,1.5,54.0,2.0,0.0,3.0,1.0
2.0,1.0,1.0,1.5,47.0,2.0,0.0,2.0,-1.0
8.0,0.0,0.0,4.0,30.0,4.0,0.0,1.0,1.0
4.0,0.0,0.0,4.0,20.0,0.0,0.0,4.0,-1.0
4.0,1.0,0.0,1.0,38.0,0.0,2.0,1.0,-1.0
4.0,0.0,0.0,1.5,48.0,2.0,0.0,2.0,1.0
6.0,1.0,0.0,1.5,28.0,2.0,0.0,1.0,-1.0
8.0,1.0,1.0,1.5,24.0,2.0,0.0,1.0,-1.0
0.0,0.0,0.0,1.5,58.0,2.0,0.0,3.0,1.0
2.0,0.0,0.0,1.5,44.0,3.0,0.0,2.0,1.0
0.0,0.0,0.0,1.0,46.0,1.0,0.0,2.0,-1.0
0.0,0.0,0.0,1.0,22.0,0.0,0.0,2.0,-1.0
8.0,1.0,0.0,1.0,42.0,0.0,2.0,1.0,-1.0
2.0,0.0,0.0,1.5,44.0,1.0,0.0,2.0,1.0
2.0,1.0,0.0,1.0,34.0,0.0,2.0,1.0,-1.0
0.0,0.0,0.0,1.0,42.0,0.0,2.0,2.0,1.0
5.0,1.0,0.0,4.0,20.0,1.0,1.0,3.0,-1.0
4.0,1.0,1.0,1.5,64.0,2.0,2.0,1.0,-1.0
6.0,1.0,1.0,1.5,25.0,3.0,0.0,2.0,-1.0
0.0,0.0,0.0,1.0,50.0,0.0,0.0,2.0,1.0
7.0,0.0,0.0,1.5,29.0,1.0,0.0,3.0,1.0
8.0,0.0,0.0,1.0,22.0,1.0,0.0,2.0,-1.0
7.0,0.0,0.0,1.5,24.0,0.0,3.0,2.0,1.0
3.0,0.0,0.0,1.5,39.0,1.0,0.0,3.0,1.0
16.0,1.0,1.0,1.5,19.0,0.0,3.0,1.0,-1.0
10.0,0.0,0.0,1.0,18.0,0.0,2.0,2.0,1.0
16.0,0.0,0.0,4.0,18.0,0.0,4.0,1.0,1.0
2.0,0.0,0.0,1.5,35.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.0,58.0,1.0,0.0,2.0,1.0
7.0,1.0,0.0,4.0,24.0,1.0,0.0,3.0,-1.0
4.0,0.0,0.0,1.5,40.0,1.0,0.0,2.0,1.0
3.0,1.0,0.0,1.5,69.0,1.0,3.0,1.0,-1.0
3.0,0.0,0.0,1.5,33.0,0.0,3.0,2.0,-1.0
0.0,0.0,0.0,4.0,70.0,0.0,4.0,1.0,1.0
8.0,0.0,0.0,1.0,46.0,0.0,2.0,2.0,-1.0
1.0,0.0,0.0,4.0,52.0,1.0,1.0,4.0,-1.0
0.0,0.0,0.0,4.0,72.0,0.0,0.0,4.0,-1.0
3.0,0.0,0.0,4.0,44.0,1.0,0.0,4.0,-1.0
2.0,0.0,0.0,1.5,49.0,1.0,0.0,3.0,-1.0
4.0,1.0,0.0,1.0,50.0,3.0,0.0,1.0,-1.0
8.0,0.0,0.0,4.0,38.0,2.0,0.0,1.0,1.0
6.0,0.0,0.0,1.0,34.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,45.0,1.0,0.0,3.0,-1.0
0.0,0.0,0.0,1.5,55.0,0.0,0.0,3.0,1.0
1.0,0.0,0.0,1.5,25.0,2.0,0.0,3.0,1.0
3.0,0.0,0.0,1.5,18.0,2.0,0.0,3.0,1.0
13.0,1.0,1.0,1.5,24.0,5.0,0.0,1.0,-1.0
0.0,0.0,0.0,1.0,42.0,0.0,0.0,2.0,1.0
6.0,0.0,0.0,1.5,22.0,2.0,0.0,3.0,-1.0
4.0,0.0,0.0,1.0,22.0,1.0,0.0,2.0,1.0
1.0,0.0,0.0,1.5,41.0,0.0,3.0,2.0,1.0
1.0,0.0,0.0,4.0,36.0,0.0,0.0,4.0,1.0
7.0,0.0,0.0,1.5,37.0,0.0,2.0,3.0,1.0
2.0,0.0,0.0,1.5,44.0,1.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,34.0,2.0,0.0,3.0,1.0
2.0,0.0,0.0,1.0,26.0,0.0,2.0,2.0,1.0
2.0,0.0,0.0,1.0,22.0,0.0,0.0,2.0,-1.0
2.0,0.0,0.0,1.5,44.0,2.0,0.0,2.0,1.0
5.0,0.0,0.0,1.5,21.0,2.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,31.0,1.0,0.0,3.0,1.0
2.0,1.0,0.0,1.5,56.0,2.0,0.0,1.0,-1.0
3.0,0.0,0.0,1.5,35.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,1.5,28.0,1.0,0.0,2.0,1.0
8.0,1.0,0.0,1.5,48.0,3.0,0.0,1.0,-1.0
3.0,0.0,0.0,1.5,27.0,2.0,0.0,2.0,1.0
1.0,0.0,0.0,1.5,26.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,37.0,2.0,0.0,3.0,1.0
10.0,1.0,0.0,1.5,32.0,2.0,0.0,1.0,-1.0
8.0,1.0,0.0,1.5,26.0,0.0,0.0,2.0,-1.0
10.0,0.0,0.0,1.5,32.0,0.0,2.0,2.0,1.0
6.0,0.0,0.0,1.0,26.0,0.0,2.0,2.0,1.0
0.0,0.0,0.0,4.0,18.0,3.0,0.0,1.0,1.0
4.0,0.0,0.0,1.5,44.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,21.0,1.0,0.0,3.0,-1.0
2.0,1.0,0.0,4.0,24.0,1.0,0.0,3.0,-1.0
8.0,1.0,0.0,1.0,30.0,0.0,2.0,1.0,-1.0
2.0,1.0,0.0,1.0,26.0,2.0,0.0,1.0,-1.0
2.0,0.0,0.0,1.0,22.0,2.0,0.0,2.0,1.0
4.0,0.0,0.0,1.5,18.0,1.0,0.0,3.0,1.0
4.0,1.0,0.0,1.0,62.0,1.0,2.0,1.0,-1.0
2.0,0.0,0.0,1.5,46.0,2.0,0.0,3.0,1.0
8.0,1.0,1.0,1.5,29.0,0.0,2.0,2.0,-1.0
2.0,0.0,0.0,1.5,46.0,1.0,1.0,3.0,1.0
3.0,1.0,0.0,1.5,68.0,1.0,3.0,1.0,-1.0
2.0,1.0,0.0,1.0,62.0,1.0,0.0,1.0,-1.0
2.0,1.0,0.0,1.5,68.0,1.0,2.0,1.0,-1.0
1.0,0.0,0.0,1.5,46.0,2.0,1.0,3.0,1.0
1.0,0.0,0.0,1.5,56.0,2.0,0.0,2.0,1.0
5.0,1.0,0.0,1.5,46.0,1.0,1.0,2.0,-1.0
5.0,1.0,0.0,1.5,52.0,1.0,3.0,1.0,-1.0
0.0,0.0,0.0,4.0,38.0,3.0,0.0,1.0,1.0
2.0,0.0,0.0,1.0,42.0,2.0,0.0,2.0,1.0
3.0,0.0,0.0,1.5,57.0,0.0,3.0,2.0,1.0
10.0,0.0,0.0,1.5,32.0,0.0,2.0,2.0,1.0
1.0,1.0,0.0,1.5,59.0,0.0,3.0,1.0,-1.0
6.0,1.0,0.0,1.0,54.0,2.0,2.0,1.0,-1.0
4.0,0.0,0.0,1.5,20.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,31.0,2.0,0.0,3.0,1.0
12.0,0.0,0.0,4.0,18.0,3.0,0.0,1.0,1.0
4.0,0.0,0.0,1.5,32.0,2.0,0.0,2.0,1.0
2.0,1.0,0.0,1.5,34.0,2.0,0.0,2.0,-1.0
2.0,0.0,0.0,1.0,50.0,1.0,0.0,2.0,1.0
1.0,1.0,1.0,1.5,59.0,3.0,0.0,1.0,-1.0
0.0,0.0,0.0,1.5,56.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,8.0,2.0,0.0,2.0,-1.0
0.0,0.0,0.0,1.5,12.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,47.0,1.0,0.0,3.0,-1.0
0.0,0.0,0.0,4.0,22.0,2.0,0.0,1.0,1.0
0.0,0.0,0.0,4.0,34.0,2.0,0.0,1.0,1.0
0.0,0.0,0.0,1.5,39.0,1.0,0.0,3.0,1.0
7.0,0.0,0.0,4.0,24.0,0.0,1.0,4.0,-1.0
0.0,0.0,0.0,4.0,70.0,3.0,0.0,1.0,-1.0
0.0,0.0,0.0,1.5,33.0,0.0,3.0,2.0,1.0
1.0,0.0,0.0,1.5,30.0,1.0,0.0,3.0,-1.0
3.0,1.0,0.0,1.5,37.0,4.0,0.0,2.0,-1.0
4.0,1.0,0.0,1.5,40.0,1.0,2.0,1.0,-1.0
0.0,0.0,0.0,4.0,38.0,0.0,4.0,1.0,-1.0
2.0,0.0,0.0,1.0,30.0,3.0,0.0,2.0,-1.0
6.0,0.0,0.0,1.5,41.0,3.0,0.0,3.0,1.0
2.0,0.0,0.0,1.5,29.0,2.0,0.0,3.0,1.0
6.0,0.0,0.0,1.0,30.0,0.0,2.0,2.0,1.0
6.0,0.0,0.0,1.5,19.0,1.0,0.0,3.0,1.0
3.0,0.0,0.0,1.5,31.0,1.0,0.0,3.0,1.0
2.0,1.0,0.0,1.5,36.0,3.0,0.0,1.0,1.0
4.0,0.0,0.0,1.5,45.0,1.0,3.0,2.0,1.0
4.0,0.0,0.0,4.0,20.0,0.0,1.0,4.0,-1.0
4.0,0.0,0.0,4.0,18.0,2.0,0.0,1.0,1.0
4.0,0.0,0.0,1.5,18.0,1.0,0.0,3.0,1.0
4.0,1.0,1.0,1.5,47.0,0.0,3.0,1.0,-1.0
1.0,1.0,1.0,1.5,44.0,3.0,0.0,1.0,-1.0
0.0,0.0,0.0,1.0,34.0,1.0,0.0,2.0,1.0
8.0,1.0,0.0,1.5,32.0,2.0,2.0,1.0,-1.0
8.0,1.0,0.0,1.5,29.0,1.0,2.0,2.0,-1.0
7.0,1.0,1.0,1.5,19.0,5.0,0.0,1.0,-1.0
1.0,0.0,0.0,1.5,24.0,3.0,0.0,2.0,-1.0
3.0,0.0,0.0,1.5,45.0,0.0,3.0,2.0,-1.0
2.0,0.0,0.0,1.5,36.0,2.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,16.0,1.0,0.0,2.0,1.0
2.0,0.0,0.0,1.0,22.0,0.0,0.0,2.0,-1.0
1.0,0.0,0.0,1.5,52.0,2.0,0.0,2.0,1.0
6.0,0.0,0.0,1.5,17.0,2.0,1.0,3.0,1.0
1.0,1.0,1.0,1.5,71.0,2.0,0.0,1.0,-1.0
5.0,1.0,0.0,1.5,30.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,63.0,1.0,2.0,3.0,1.0
6.0,0.0,0.0,1.5,27.0,3.0,0.0,2.0,1.0
6.0,0.0,0.0,1.5,28.0,5.0,0.0,2.0,1.0
4.0,0.0,0.0,1.5,24.0,3.0,0.0,2.0,-1.0
4.0,0.0,1.0,1.5,57.0,2.0,1.0,3.0,-1.0
0.0,0.0,0.0,1.5,35.0,1.0,0.0,3.0,1.0
6.0,1.0,0.0,1.5,60.0,0.0,2.0,1.0,-1.0
5.0,0.0,0.0,4.0,16.0,0.0,1.0,4.0,-1.0
0.0,0.0,0.0,1.0,70.0,1.0,0.0,2.0,-1.0
4.0,1.0,0.0,1.5,38.0,1.0,0.0,2.0,-1.0
3.0,1.0,1.0,1.5,49.0,3.0,0.0,2.0,-1.0
6.0,1.0,0.0,1.5,30.0,0.0,0.0,2.0,-1.0
1.0,1.0,0.0,1.5,66.0,2.0,0.0,2.0,-1.0
6.0,0.0,0.0,1.0,26.0,0.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,37.0,1.0,0.0,2.0,-1.0
4.0,0.0,1.0,4.0,58.0,2.0,0.0,1.0,-1.0
2.0,0.0,0.0,4.0,44.0,2.0,0.0,4.0,1.0
4.0,0.0,0.0,1.0,34.0,0.0,0.0,2.0,1.0
3.0,1.0,0.0,1.5,57.0,3.0,0.0,2.0,-1.0
7.0,1.0,0.0,4.0,20.0,0.0,1.0,3.0,-1.0
0.0,0.0,0.0,1.5,74.0,2.0,0.0,3.0,1.0
2.0,0.0,0.0,1.0,46.0,1.0,0.0,2.0,1.0
2.0,0.0,0.0,1.0,42.0,1.0,0.0,2.0,1.0
3.0,0.0,0.0,1.5,30.0,3.0,0.0,3.0,1.0
8.0,0.0,0.0,1.0,22.0,1.0,0.0,2.0,-1.0
3.0,1.0,1.0,1.5,41.0,3.0,0.0,2.0,-1.0
7.0,0.0,0.0,4.0,28.0,0.0,0.0,4.0,-1.0
2.0,0.0,0.0,1.5,24.0,2.0,0.0,2.0,-1.0
8.0,0.0,0.0,4.0,34.0,0.0,4.0,1.0,1.0
1.0,1.0,0.0,1.5,70.0,1.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,52.0,2.0,0.0,2.0,1.0
4.0,1.0,0.0,1.5,43.0,4.0,0.0,1.0,1.0
9.0,0.0,0.0,1.5,16.0,2.0,0.0,2.0,1.0
7.0,1.0,0.0,1.5,34.0,1.0,1.0,2.0,-1.0
0.0,0.0,0.0,1.0,50.0,2.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,40.0,2.0,0.0,2.0,1.0
4.0,0.0,0.0,1.5,32.0,1.0,0.0,2.0,-1.0
2.0,0.0,0.0,1.5,45.0,0.0,3.0,2.0,1.0
0.0,0.0,0.0,1.5,60.0,1.0,1.0,2.0,1.0
5.0,1.0,0.0,1.5,41.0,1.0,0.0,2.0,-1.0
0.0,0.0,0.0,1.0,38.0,0.0,2.0,2.0,1.0
8.0,1.0,0.0,1.5,27.0,1.0,2.0,2.0,-1.0
2.0,0.0,0.0,1.5,24.0,2.0,2.0,2.0,1.0
1.0,1.0,0.0,1.5,58.0,0.0,0.0,2.0,-1.0
2.0,0.0,0.0,1.5,35.0,1.0,0.0,3.0,1.0
3.0,0.0,0.0,1.5,26.0,2.0,0.0,3.0,-1.0
4.0,1.0,1.0,1.5,47.0,3.0,0.0,1.0,-1.0
4.0,0.0,0.0,4.0,40.0,0.0,0.0,4.0,-1.0
3.0,1.0,1.0,1.5,64.0,0.0,3.0,1.0,-1.0
13.0,1.0,0.0,1.5,21.0,1.0,3.0,1.0,-1.0
10.0,0.0,0.0,1.5,37.0,0.0,3.0,2.0,-1.0
1.0,1.0,0.0,1.5,21.0,1.0,0.0,2.0,-1.0
9.0,1.0,1.0,1.5,23.0,5.0,0.0,1.0,-1.0
1.0,1.0,0.0,1.5,35.0,4.0,0.0,1.0,-1.0
3.0,0.0,1.0,1.5,33.0,2.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,43.0,0.0,1.0,3.0,1.0
0.0,0.0,0.0,1.0,70.0,0.0,2.0,2.0,1.0
8.0,0.0,0.0,4.0,42.0,4.0,0.0,1.0,1.0
2.0,0.0,0.0,1.5,21.0,1.0,0.0,3.0,-1.0
3.0,0.0,0.0,1.5,30.0,1.0,0.0,3.0,1.0
1.0,1.0,1.0,1.5,38.0,2.0,0.0,2.0,-1.0
5.0,1.0,1.0,1.5,39.0,0.0,3.0,1.0,-1.0
2.0,1.0,0.0,1.0,46.0,1.0,2.0,1.0,-1.0
1.0,1.0,0.0,1.5,72.0,1.0,1.0,1.0,-1.0
10.0,0.0,0.0,1.5,16.0,1.0,2.0,2.0,-1.0
2.0,0.0,0.0,1.5,9.0,1.0,0.0,3.0,1.0
10.0,1.0,0.0,1.0,22.0,1.0,0.0,1.0,-1.0
7.0,0.0,0.0,1.5,23.0,0.0,2.0,3.0,-1.0
0.0,0.0,0.0,4.0,34.0,0.0,4.0,1.0,-1.0
5.0,1.0,0.0,1.5,34.0,1.0,1.0,2.0,-1.0
0.0,0.0,0.0,1.5,42.0,2.0,0.0,3.0,-1.0
3.0,1.0,0.0,1.5,46.0,1.0,1.0,2.0,-1.0
0.0,0.0,0.0,1.5,52.0,1.0,0.0,2.0,1.0
0.0,0.0,1.0,4.0,42.0,2.0,0.0,1.0,-1.0
0.0,0.0,0.0,1.5,53.0,2.0,0.0,2.0,1.0
7.0,1.0,0.0,1.5,37.0,1.0,3.0,1.0,-1.0
